Compound,X,Xprime,GroupCat,AtomicMassofB,AtomicMassofBprime,AtomicMassofA,AtomicMassofAprime,ARENofB,ARENofBprime,ARENofA,ARENofAprime,r_XIIofA,r_XIIofAprime,r_VIofBprime,r_VIofB,r_VIIofB,CrystalRadiusofA,CrystalRadiusofAprime,CrystalRadiusofBprime,CrystalRadiusofB,IonicRadiiofB,IonicRadiiofBprime,IonicRadiiofA,IonicRadiiofAprime,IonizationPotentialofB,IonizationPotentialofBprime,IonizationPotentialofA,IonizationPotentialofAprime,PaulingENofB,PaulingENofBprime,PaulingENofA,PaulingENofAprime,ZungerRadiiofB,ZungerRadiiofBprime,ZungerRadiiofA,ZungerRadiiofAprime,BoilingPtofA,BoilingPtofAprime,BoilingPtofB,BoilingPtofBprime,CoefficientofLinearThermalExpansionatSpecofA,CoefficientofLinearThermalExpansionatSpecofAprime,CoefficientofLinearThermalExpansionatSpecofB,CoefficientofLinearThermalExpansionatSpecofBprime,DensityatSpecofA,DensityatSpecofAprime,DensityatSpecofB,DensityatSpecofBprime,EnthalpyofFusionofA,EnthalpyofFusionofAprime,EnthalpyofFusionofB,EnthalpyofFusionofBprime,MeltingPtofA,MeltingPtofAprime,MeltingPtofB,MeltingPtofBprime,SpecificHeatCapacityofA,SpecificHeatCapacityofAprime,SpecificHeatCapacityofB,SpecificHeatCapacityofBprime,ThermalHeatConductivityofA,ThermalHeatConductivityofAprime,ThermalHeatConductivityofB,ThermalHeatConductivityofBprime,rA,rB,ToleranceBVP,Vc
CsIO3,O,O,3,126.90447,126.90447,132.90545,132.90545,2.21,2.21,0.8,0.8,2.126,2.126,0.86,0.86,0.917,1.81,1.81,1.09,1.09,0.95,0.95,1.67,1.67,10.45126,10.45126,3.8939,3.8939,2.66,2.66,0.79,0.79,0.755,0.755,1.71,1.71,671,671,184.4,184.4,97,97,-300,-300,1.93,1.93,-300,-300,15.7,15.7,-300,-300,28.44,28.44,-300,-300,0.242,0.242,-300,-300,0.359,0.359,-300,-300,2.126,0.86,1.13956918939049,113.047922646584
CsMgBr3,Br,Br,6,24.305,24.305,132.90545,132.90545,1.23,1.23,0.8,0.8,2.126,2.126,0.889,0.889,0.947,1.81,1.81,0.86,0.86,0.72,0.72,1.67,1.67,7.64624,7.64624,3.8939,3.8939,1.31,1.31,0.79,0.79,0.9,0.9,1.71,1.71,671,671,1090,1090,97,97,24.8,24.8,1.93,1.93,1.74,1.74,15.7,15.7,348.9,348.9,28.44,28.44,650,650,0.242,0.242,1.024,1.024,0.359,0.359,1.56,1.56,2.126,0.889,1.02999016558218,17.8368663029239
CsMgCl3,Cl,Cl,6,24.305,24.305,132.90545,132.90545,1.23,1.23,0.8,0.8,2.126,2.126,0.889,0.889,0.947,1.81,1.81,0.86,0.86,0.72,0.72,1.67,1.67,7.64624,7.64624,3.8939,3.8939,1.31,1.31,0.79,0.79,0.9,0.9,1.71,1.71,671,671,1090,1090,97,97,24.8,24.8,1.93,1.93,1.74,1.74,15.7,15.7,348.9,348.9,28.44,28.44,650,650,0.242,0.242,1.024,1.024,0.359,0.359,1.56,1.56,2.126,0.889,1.04891650698872,17.8368663029239
CsMgF3,F,F,3,24.305,24.305,132.90545,132.90545,1.23,1.23,0.8,0.8,2.126,2.126,0.889,0.889,0.947,1.81,1.81,0.86,0.86,0.72,0.72,1.67,1.67,7.64624,7.64624,3.8939,3.8939,1.31,1.31,0.79,0.79,0.9,0.9,1.71,1.71,671,671,1090,1090,97,97,24.8,24.8,1.93,1.93,1.74,1.74,15.7,15.7,348.9,348.9,28.44,28.44,650,650,0.242,0.242,1.024,1.024,0.359,0.359,1.56,1.56,2.126,0.889,1.1371417312002,17.8368663029239
CsMgI3,I,I,6,24.305,24.305,132.90545,132.90545,1.23,1.23,0.8,0.8,2.126,2.126,0.889,0.889,0.947,1.81,1.81,0.86,0.86,0.72,0.72,1.67,1.67,7.64624,7.64624,3.8939,3.8939,1.31,1.31,0.79,0.79,0.9,0.9,1.71,1.71,671,671,1090,1090,97,97,24.8,24.8,1.93,1.93,1.74,1.74,15.7,15.7,348.9,348.9,28.44,28.44,650,650,0.242,0.242,1.024,1.024,0.359,0.359,1.56,1.56,2.126,0.889,1.0037127792631,17.8368663029239
CsMnBr3,Br,Br,6,54.938049,54.938049,132.90545,132.90545,1.6,1.6,0.8,0.8,2.126,2.126,0.986,0.986,1.044,1.81,1.81,0.81,0.81,0.83,0.83,1.67,1.67,7.43402,7.43402,3.8939,3.8939,1.55,1.55,0.79,0.79,0.99,0.99,1.71,1.71,671,671,2061,2061,97,97,21.7,21.7,1.93,1.93,7.3,7.3,15.7,15.7,235,235,28.44,28.44,1246,1246,0.242,0.242,0.479,0.479,0.359,0.359,0.0782,0.0782,2.126,0.986,0.99438466092734,17.0599397590058
CsMnF3,F,F,6,54.938049,54.938049,132.90545,132.90545,1.6,1.6,0.8,0.8,2.126,2.126,0.986,0.986,1.044,1.81,1.81,0.81,0.81,0.83,0.83,1.67,1.67,7.43402,7.43402,3.8939,3.8939,1.55,1.55,0.79,0.79,0.99,0.99,1.71,1.71,671,671,2061,2061,97,97,21.7,21.7,1.93,1.93,7.3,7.3,15.7,15.7,235,235,28.44,28.44,1246,1246,0.242,0.242,0.479,0.479,0.359,0.359,0.0782,0.0782,2.126,0.986,1.08538070448672,17.0599397590058
CsMnI3,I,I,6,54.938049,54.938049,132.90545,132.90545,1.6,1.6,0.8,0.8,2.126,2.126,0.986,0.986,1.044,1.81,1.81,0.81,0.81,0.83,0.83,1.67,1.67,7.43402,7.43402,3.8939,3.8939,1.55,1.55,0.79,0.79,0.99,0.99,1.71,1.71,671,671,2061,2061,97,97,21.7,21.7,1.93,1.93,7.3,7.3,15.7,15.7,235,235,28.44,28.44,1246,1246,0.242,0.242,0.479,0.479,0.359,0.359,0.0782,0.0782,2.126,0.986,0.971749502970088,17.0599397590058
CsNbO3,O,O,16,92.90638,92.90638,132.90545,132.90545,1.23,1.23,0.8,0.8,2.126,2.126,0.768,0.768,0.825,1.81,1.81,0.78,0.78,0.64,0.64,1.67,1.67,6.75885,6.75885,3.8939,3.8939,1.6,1.6,0.79,0.79,1.23,1.23,1.71,1.71,671,671,4744,4744,97,97,7.3,7.3,1.93,1.93,8.57,8.57,15.7,15.7,323,323,28.44,28.44,2477,2477,0.242,0.242,0.265,0.265,0.359,0.359,0.537,0.537,2.126,0.768,1.19257240750168,118.226337092389
CsNiCl3,Cl,Cl,6,58.6934,58.6934,132.90545,132.90545,1.75,1.75,0.8,0.8,2.126,2.126,0.85,0.85,0.908,1.81,1.81,0.83,0.83,0.69,0.69,1.67,1.67,7.6398,7.6398,3.8939,3.8939,1.91,1.91,0.79,0.79,0.96,0.96,1.71,1.71,671,671,2913,2913,97,97,13.4,13.4,1.93,1.93,8.9,8.9,15.7,15.7,290.3,290.3,28.44,28.44,1455,1455,0.242,0.242,0.445,0.445,0.359,0.359,0.907,0.907,2.126,0.85,1.0651497386445,18.1695562358074
CsNiF3,F,F,6,58.6934,58.6934,132.90545,132.90545,1.75,1.75,0.8,0.8,2.126,2.126,0.85,0.85,0.908,1.81,1.81,0.83,0.83,0.69,0.69,1.67,1.67,7.6398,7.6398,3.8939,3.8939,1.91,1.91,0.79,0.79,0.96,0.96,1.71,1.71,671,671,2913,2913,97,97,13.4,13.4,1.93,1.93,8.9,8.9,15.7,15.7,290.3,290.3,28.44,28.44,1455,1455,0.242,0.242,0.445,0.445,0.359,0.359,0.907,0.907,2.126,0.85,1.15937156955448,18.1695562358074
CsPbBr3,Br,Br,5,207.2,207.2,132.90545,132.90545,1.55,1.55,0.8,0.8,2.126,2.126,1.308,1.308,1.366,1.81,1.81,1.33,1.33,1.19,1.19,1.67,1.67,7.41666,7.41666,3.8939,3.8939,1.8,1.8,0.79,0.79,0.96,0.96,1.71,1.71,671,671,1749,1749,97,97,28.9,28.9,1.93,1.93,11.3,11.3,15.7,15.7,23.1,23.1,28.44,28.44,327.46,327.46,0.242,0.242,0.127,0.127,0.359,0.359,0.353,0.353,2.126,1.308,0.892021534067173,14.9048162422279
CsPbCl3,Cl,Cl,5,207.2,207.2,132.90545,132.90545,1.55,1.55,0.8,0.8,2.126,2.126,1.308,1.308,1.366,1.81,1.81,1.33,1.33,1.19,1.19,1.67,1.67,7.41666,7.41666,3.8939,3.8939,1.8,1.8,0.79,0.79,0.96,0.96,1.71,1.71,671,671,1749,1749,97,97,28.9,28.9,1.93,1.93,11.3,11.3,15.7,15.7,23.1,23.1,28.44,28.44,327.46,327.46,0.242,0.242,0.127,0.127,0.359,0.359,0.353,0.353,2.126,1.308,0.901335574675666,14.9048162422279
CsPbF3,F,F,3,207.2,207.2,132.90545,132.90545,1.55,1.55,0.8,0.8,2.126,2.126,1.308,1.308,1.366,1.81,1.81,1.33,1.33,1.19,1.19,1.67,1.67,7.41666,7.41666,3.8939,3.8939,1.8,1.8,0.79,0.79,0.96,0.96,1.71,1.71,671,671,1749,1749,97,97,28.9,28.9,1.93,1.93,11.3,11.3,15.7,15.7,23.1,23.1,28.44,28.44,327.46,327.46,0.242,0.242,0.127,0.127,0.359,0.359,0.353,0.353,2.126,1.308,0.942905128928331,14.9048162422279
CsPbI3,I,I,5,207.2,207.2,132.90545,132.90545,1.55,1.55,0.8,0.8,2.126,2.126,1.308,1.308,1.366,1.81,1.81,1.33,1.33,1.19,1.19,1.67,1.67,7.41666,7.41666,3.8939,3.8939,1.8,1.8,0.79,0.79,0.96,0.96,1.71,1.71,671,671,1749,1749,97,97,28.9,28.9,1.93,1.93,11.3,11.3,15.7,15.7,23.1,23.1,28.44,28.44,327.46,327.46,0.242,0.242,0.127,0.127,0.359,0.359,0.353,0.353,2.126,1.308,0.878844710821522,14.9048162422279
CsSrF3,F,F,3,87.62,87.62,132.90545,132.90545,0.99,0.99,0.8,0.8,2.126,2.126,1.314,1.314,1.372,1.81,1.81,1.32,1.32,1.18,1.18,1.67,1.67,5.6949,5.6949,3.8939,3.8939,0.95,0.95,0.79,0.79,1.42,1.42,1.71,1.71,671,671,1382,1382,97,97,22.5,22.5,1.93,1.93,2.64,2.64,15.7,15.7,84.8,84.8,28.44,28.44,777,777,0.242,0.242,0.306,0.306,0.359,0.359,0.353,0.353,2.126,1.314,0.940604425075721,14.8698140223868
CsTiBr3,Br,Br,6,47.867,47.867,132.90545,132.90545,1.32,1.32,0.8,0.8,2.126,2.126,-300,-300,0,1.81,1.81,1,1,0.86,0.86,1.67,1.67,6.8281,6.8281,3.8939,3.8939,1.54,1.54,0.79,0.79,1.15,1.15,1.71,1.71,671,671,3287,3287,97,97,8.6,8.6,1.93,1.93,4.51,4.51,15.7,15.7,295.6,295.6,28.44,28.44,1670,1670,0.242,0.242,0.522,0.522,0.359,0.359,0.219,0.219,2.126,-300,-300,-0.273897660531065
CsTiCl3,Cl,Cl,6,47.867,47.867,132.90545,132.90545,1.32,1.32,0.8,0.8,2.126,2.126,-300,-300,0,1.81,1.81,1,1,0.86,0.86,1.67,1.67,6.8281,6.8281,3.8939,3.8939,1.54,1.54,0.79,0.79,1.15,1.15,1.71,1.71,671,671,3287,3287,97,97,8.6,8.6,1.93,1.93,4.51,4.51,15.7,15.7,295.6,295.6,28.44,28.44,1670,1670,0.242,0.242,0.522,0.522,0.359,0.359,0.219,0.219,2.126,-300,-300,-0.273897660531065
CsTiI3,I,I,6,47.867,47.867,132.90545,132.90545,1.32,1.32,0.8,0.8,2.126,2.126,-300,-300,0,1.81,1.81,1,1,0.86,0.86,1.67,1.67,6.8281,6.8281,3.8939,3.8939,1.54,1.54,0.79,0.79,1.15,1.15,1.71,1.71,671,671,3287,3287,97,97,8.6,8.6,1.93,1.93,4.51,4.51,15.7,15.7,295.6,295.6,28.44,28.44,1670,1670,0.242,0.242,0.522,0.522,0.359,0.359,0.219,0.219,2.126,-300,-300,-0.273897660531065
CsTmCl3,Cl,Cl,3,168.93421,168.93421,132.90545,132.90545,-300,-300,0.8,0.8,2.126,2.126,-300,-300,0,1.81,1.81,1.17,1.17,1.01,1.01,1.67,1.67,6.18431,6.18431,3.8939,3.8939,1.25,1.25,0.79,0.79,-300,-300,1.71,1.71,671,671,1950,1950,97,97,13.3,13.3,1.93,1.93,9.32,9.32,15.7,15.7,99.7,99.7,28.44,28.44,1545,1545,0.242,0.242,0.16,0.16,0.359,0.359,0.169,0.169,2.126,-300,-300,-0.273897660531065
CsVBr3,Br,Br,6,50.9415,50.9415,132.90545,132.90545,1.45,1.45,0.8,0.8,2.126,2.126,0.896,0.896,0.954,1.81,1.81,0.93,0.93,0.79,0.79,1.67,1.67,6.7462,6.7462,3.8939,3.8939,1.63,1.63,0.79,0.79,1.09,1.09,1.71,1.71,671,671,3407,3407,97,97,8.4,8.4,1.93,1.93,6,6,15.7,15.7,422,422,28.44,28.44,1910,1910,0.242,0.242,0.489,0.489,0.359,0.359,0.307,0.307,2.126,0.896,1.02733555175336,17.7784381205147
CsVCl3,l,l,6,50.9415,50.9415,132.90545,132.90545,1.45,1.45,0.8,0.8,2.126,2.126,0.896,0.896,0.954,1.81,1.81,0.93,0.93,0.79,0.79,1.67,1.67,6.7462,6.7462,3.8939,3.8939,1.63,1.63,0.79,0.79,1.09,1.09,1.71,1.71,671,671,3407,3407,97,97,8.4,8.4,1.93,1.93,6,6,15.7,15.7,422,422,28.44,28.44,1910,1910,0.242,0.242,0.489,0.489,0.359,0.359,0.307,0.307,2.126,0.896,0.704198958687151,17.7784381205147
CsVI3,I,I,6,50.9415,50.9415,132.90545,132.90545,1.45,1.45,0.8,0.8,2.126,2.126,0.896,0.896,0.954,1.81,1.81,0.93,0.93,0.79,0.79,1.67,1.67,6.7462,6.7462,3.8939,3.8939,1.63,1.63,0.79,0.79,1.09,1.09,1.71,1.71,671,671,3407,3407,97,97,8.4,8.4,1.93,1.93,6,6,15.7,15.7,422,422,28.44,28.44,1910,1910,0.242,0.242,0.489,0.489,0.359,0.359,0.307,0.307,2.126,0.896,1.00133592220801,17.7784381205147
CsVO3,O,O,11,50.9415,50.9415,132.90545,132.90545,1.45,1.45,0.8,0.8,2.126,2.126,0.66,0.66,0.717,1.81,1.81,0.68,0.68,0.54,0.54,1.67,1.67,6.7462,6.7462,3.8939,3.8939,1.63,1.63,0.79,0.79,1.09,1.09,1.71,1.71,671,671,3407,3407,97,97,8.4,8.4,1.93,1.93,6,6,15.7,15.7,422,422,28.44,28.44,1910,1910,0.242,0.242,0.489,0.489,0.359,0.359,0.307,0.307,2.126,0.66,1.26144824707932,124.94510098902
CsYbBr3,Br,Br,3,173.04,173.04,132.90545,132.90545,-300,-300,0.8,0.8,2.126,2.126,-300,-300,0,1.81,1.81,1.16,1.16,1.02,1.02,1.67,1.67,6.25416,6.25416,3.8939,3.8939,-300,-300,0.79,0.79,-300,-300,1.71,1.71,671,671,1196,1196,97,97,26.3,26.3,1.93,1.93,6.9,6.9,15.7,15.7,44.3,44.3,28.44,28.44,819,819,0.242,0.242,0.154,0.154,0.359,0.359,0.385,0.385,2.126,-300,-300,-0.273897660531065
CsYbCl3,Cl,Cl,3,173.04,173.04,132.90545,132.90545,-300,-300,0.8,0.8,2.126,2.126,-300,-300,0,1.81,1.81,1.16,1.16,1.02,1.02,1.67,1.67,6.25416,6.25416,3.8939,3.8939,-300,-300,0.79,0.79,-300,-300,1.71,1.71,671,671,1196,1196,97,97,26.3,26.3,1.93,1.93,6.9,6.9,15.7,15.7,44.3,44.3,28.44,28.44,819,819,0.242,0.242,0.154,0.154,0.359,0.359,0.385,0.385,2.126,-300,-300,-0.273897660531065
CsYbF3,F,F,3,173.04,173.04,132.90545,132.90545,-300,-300,0.8,0.8,2.126,2.126,-300,-300,0,1.81,1.81,1.16,1.16,1.02,1.02,1.67,1.67,6.25416,6.25416,3.8939,3.8939,-300,-300,0.79,0.79,-300,-300,1.71,1.71,671,671,1196,1196,97,97,26.3,26.3,1.93,1.93,6.9,6.9,15.7,15.7,44.3,44.3,28.44,28.44,819,819,0.242,0.242,0.154,0.154,0.359,0.359,0.385,0.385,2.126,-300,-300,-0.273897660531065
CsYbI3,I,I,5,173.04,173.04,132.90545,132.90545,-300,-300,0.8,0.8,2.126,2.126,-300,-300,0,1.81,1.81,1.16,1.16,1.02,1.02,1.67,1.67,6.25416,6.25416,3.8939,3.8939,-300,-300,0.79,0.79,-300,-300,1.71,1.71,671,671,1196,1196,97,97,26.3,26.3,1.93,1.93,6.9,6.9,15.7,15.7,44.3,44.3,28.44,28.44,819,819,0.242,0.242,0.154,0.154,0.359,0.359,0.385,0.385,2.126,-300,-300,-0.273897660531065
Cu2BiAsO6,O,O,16,208.98038,74.9216,63.546,63.546,1.67,2.02,1.75,1.75,1.132,1.132,0.624,1.14,1.198,0.87,0.87,0.6,1.17,1.03,0.46,0.73,0.73,7.2856,9.7886,7.72638,7.72638,1.9,2.18,1.9,1.9,0.92,0.67,0.88,0.88,2562,2562,1564,-300,16.5,16.5,13.4,-300,8.96,8.96,9.79,-300,203.5,203.5,53.3,-300,1084.62,1084.62,271.4,-300,0.384,0.384,0.122,-300,4.01,4.01,0.0787,-300,1.132,0.882,0.791608069569261,66.5650366653515
Cu2BiPO6,O,O,16,208.98038,30.973761,63.546,63.546,1.67,2.06,1.75,1.75,1.132,1.132,0.474,1.14,1.198,0.87,0.87,0.52,1.17,1.03,0.38,0.73,0.73,7.2856,10.48669,7.72638,7.72638,1.9,2.19,1.9,1.9,0.92,0.6,0.88,0.88,2562,2562,1564,-300,16.5,16.5,13.4,-300,8.96,8.96,9.79,-300,203.5,203.5,53.3,-300,1084.62,1084.62,271.4,-300,0.384,0.384,0.122,-300,4.01,4.01,0.0787,-300,1.132,0.807,0.821043173792213,68.8143378981095
Cu2BiVO6,O,O,16,208.98038,50.9415,63.546,63.546,1.67,1.45,1.75,1.75,1.132,1.132,0.66,1.14,1.198,0.87,0.87,0.68,1.17,1.03,0.54,0.73,0.73,7.2856,6.7462,7.72638,7.72638,1.9,1.63,1.9,1.9,0.92,1.09,0.88,0.88,2562,2562,1564,3407,16.5,16.5,13.4,8.4,8.96,8.96,9.79,6,203.5,203.5,53.3,422,1084.62,1084.62,271.4,1910,0.384,0.384,0.122,0.489,4.01,4.01,0.0787,0.307,1.132,0.9,0.784855014947343,66.0469141578413
CuTaO3,O,O,5,180.9479,180.9479,63.546,63.546,1.33,1.33,1.75,1.75,1.319,1.319,0.777,0.777,0.834,0.91,0.91,0.78,0.78,0.64,0.64,0.77,0.77,7.5496,7.5496,7.72638,7.72638,1.5,1.5,1.9,1.9,1.28,1.28,0.88,0.88,2562,2562,5458,5458,16.5,16.5,6.3,6.3,8.96,8.96,16.4,16.4,203.5,203.5,202.1,202.1,1084.62,1084.62,3007,3007,0.384,0.384,0.14,0.14,4.01,4.01,0.575,0.575,1.319,0.777,0.899986436648605,117.698911320461
Dy2NiMnO6,O,O,5,58.6934,54.938049,162.5,162.5,1.75,1.6,-300,-300,1.304,1.304,0.693,0.85,0.908,1.052,1.052,0.67,0.83,0.69,0.53,0.91,0.91,7.6398,7.43402,5.9389,5.9389,1.91,1.55,1.22,1.22,0.96,0.99,-300,-300,2567,2567,2913,2061,9.9,9.9,13.4,21.7,8.55,8.55,8.9,7.3,68.1,68.1,290.3,235,1412,1412,1455,1246,0.17,0.17,0.445,0.479,0.107,0.107,0.907,0.0782,1.304,0.7715,0.897131692103447,37.6578614772409
DyAlO3,O,O,5,26.981538,26.981538,162.5,162.5,1.47,1.47,-300,-300,1.304,1.304,0.666,0.666,0.724,1.052,1.052,0.675,0.675,0.54,0.54,0.91,0.91,5.98577,5.98577,5.9389,5.9389,1.61,1.61,1.22,1.22,0.77,0.77,-300,-300,2567,2567,2519,2519,9.9,9.9,23.1,23.1,8.55,8.55,2.7,2.7,68.1,68.1,399.9,399.9,1412,1412,660.32,660.32,0.17,0.17,0.904,0.904,0.107,0.107,2.37,2.37,1.304,0.666,0.947583394404574,44.8261246202932
DyCoO3,O,O,5,58.9332,58.9332,162.5,162.5,1.7,1.7,-300,-300,1.304,1.304,0.683,0.683,0.741,1.052,1.052,0.75,0.75,0.55,0.55,0.91,0.91,7.881,7.881,5.9389,5.9389,1.88,1.88,1.22,1.22,0.92,0.92,-300,-300,2567,2567,2927,2927,9.9,9.9,13,13,8.55,8.55,8.86,8.86,68.1,68.1,272.5,272.5,1412,1412,1495,1495,0.17,0.17,0.421,0.421,0.107,0.107,1,1,1.304,0.683,0.939073665030629,44.4300413584644
DyCrO3,O,O,5,51.9961,51.9961,162.5,162.5,1.56,1.56,-300,-300,1.304,1.304,0.77,0.77,0.828,1.052,1.052,0.755,0.755,0.62,0.62,0.91,0.91,6.7665,6.7665,5.9389,5.9389,1.66,1.66,1.22,1.22,1.07,1.07,-300,-300,2567,2567,2671,2671,9.9,9.9,4.9,4.9,8.55,8.55,7.15,7.15,68.1,68.1,404,404,1412,1412,1907,1907,0.17,0.17,0.45,0.45,0.107,0.107,0.937,0.937,1.304,0.77,0.897811337324738,42.5078578515178
DyFeO3,O,O,5,55.845,55.845,162.5,162.5,1.64,1.64,-300,-300,1.304,1.304,0.805,0.805,0.863,1.052,1.052,0.69,0.69,0.55,0.55,0.91,0.91,7.9024,7.9024,5.9389,5.9389,1.83,1.83,1.22,1.22,0.95,0.95,-300,-300,2567,2567,2861,2861,9.9,9.9,11.8,11.8,8.55,8.55,7.87,7.87,68.1,68.1,247.3,247.3,1412,1412,1538,1538,0.17,0.17,0.449,0.449,0.107,0.107,0.802,0.802,1.304,0.805,0.882216599455573,41.7806770669902
DyGaO3,O,O,5,69.723,69.723,162.5,162.5,1.82,1.82,-300,-300,1.304,1.304,0.776,0.776,0.834,1.052,1.052,0.76,0.76,0.62,0.62,0.91,0.91,5.9993,5.9993,5.9389,5.9389,1.81,1.81,1.22,1.22,0.76,0.76,-300,-300,2567,2567,2204,2204,9.9,9.9,18,18,8.55,8.55,5.91,5.91,68.1,68.1,80,80,1412,1412,29.767,29.767,0.17,0.17,0.374,0.374,0.107,0.107,0.406,0.406,1.304,0.776,0.895098916366053,42.3814059145426
DyScO3,O,O,5,44.95591,44.95591,162.5,162.5,1.2,1.2,-300,-300,1.304,1.304,0.895,0.895,0.953,1.052,1.052,0.885,0.885,0.75,0.75,0.91,0.91,6.5615,6.5615,5.9389,5.9389,1.36,1.36,1.22,1.22,1.22,1.22,-300,-300,2567,2567,2836,2836,9.9,9.9,10.2,10.2,8.55,8.55,2.99,2.99,68.1,68.1,314,314,1412,1412,1541,1541,0.17,0.17,0.567,0.567,0.107,0.107,0.158,0.158,1.304,0.895,0.844497124894528,40.0202135029315
DyScS3,S,S,5,44.95591,44.95591,162.5,162.5,1.2,1.2,-300,-300,1.304,1.304,0.895,0.895,0.953,1.052,1.052,0.885,0.885,0.75,0.75,0.91,0.91,6.5615,6.5615,5.9389,5.9389,1.36,1.36,1.22,1.22,1.22,1.22,-300,-300,2567,2567,2836,2836,9.9,9.9,10.2,10.2,8.55,8.55,2.99,2.99,68.1,68.1,314,314,1412,1412,1541,1541,0.17,0.17,0.567,0.567,0.107,0.107,0.158,0.158,1.304,0.895,0.706139874336093,40.0202135029315
DyVO3,O,O,5,50.9415,50.9415,162.5,162.5,1.45,1.45,-300,-300,1.304,1.304,0.789,0.789,0.847,1.052,1.052,0.78,0.78,0.64,0.64,0.91,0.91,6.7462,6.7462,5.9389,5.9389,1.63,1.63,1.22,1.22,1.09,1.09,-300,-300,2567,2567,3407,3407,9.9,9.9,8.4,8.4,8.55,8.55,6,6,68.1,68.1,422,422,1412,1412,1910,1910,0.17,0.17,0.489,0.489,0.107,0.107,0.307,0.307,1.304,0.789,0.889277862882932,42.1099911191063
Er2CuTiO6,O,O,1,63.546,47.867,167.259,167.259,1.75,1.32,-300,-300,1.291,1.291,0.755,0.875,0.933,1.03,1.03,0.745,0.87,0.73,0.61,0.89,0.89,7.72638,6.8281,6.1077,6.1077,1.9,1.54,1.24,1.24,0.88,1.15,-300,-300,2868,2868,2562,3287,12.2,12.2,16.5,8.6,9.07,9.07,8.96,4.51,119,119,203.5,295.6,1529,1529,1084.62,1670,0.168,0.168,0.384,0.522,0.145,0.145,4.01,0.219,1.291,0.815,0.873320523332126,36.8853847417484
Er2NiMnO6,O,O,5,58.6934,54.938049,167.259,167.259,1.75,1.6,-300,-300,1.291,1.291,0.693,0.85,0.908,1.03,1.03,0.67,0.83,0.69,0.53,0.89,0.89,7.6398,7.43402,6.1077,6.1077,1.91,1.55,1.24,1.24,0.96,0.99,-300,-300,2868,2868,2913,2061,12.2,12.2,13.4,21.7,9.07,9.07,8.9,7.3,119,119,290.3,235,1529,1529,1455,1246,0.168,0.168,0.445,0.479,0.145,0.145,0.907,0.0782,1.291,0.7715,0.892492586297025,37.6578614772409
ErCoO3,O,O,5,58.9332,58.9332,167.259,167.259,1.7,1.7,-300,-300,1.291,1.291,0.683,0.683,0.741,1.03,1.03,0.75,0.75,0.55,0.55,0.89,0.89,7.881,7.881,6.1077,6.1077,1.88,1.88,1.24,1.24,0.92,0.92,-300,-300,2868,2868,2927,2927,12.2,12.2,13,13,9.07,9.07,8.86,8.86,119,119,272.5,272.5,1529,1529,1495,1495,0.168,0.168,0.421,0.421,0.145,0.145,1,1,1.291,0.683,0.934217675513764,44.4300413584644
ErCrO3,O,O,5,51.9961,51.9961,167.259,167.259,1.56,1.56,-300,-300,1.291,1.291,0.77,0.77,0.828,1.03,1.03,0.755,0.755,0.62,0.62,0.89,0.89,6.7665,6.7665,6.1077,6.1077,1.66,1.66,1.24,1.24,1.07,1.07,-300,-300,2868,2868,2671,2671,12.2,12.2,4.9,4.9,9.07,9.07,7.15,7.15,119,119,404,404,1529,1529,1907,1907,0.168,0.168,0.45,0.45,0.145,0.145,0.937,0.937,1.291,0.77,0.89316871704422,42.5078578515178
ErFeO3,O,O,5,55.845,55.845,167.259,167.259,1.64,1.64,-300,-300,1.291,1.291,0.805,0.805,0.863,1.03,1.03,0.69,0.69,0.55,0.55,0.89,0.89,7.9024,7.9024,6.1077,6.1077,1.83,1.83,1.24,1.24,0.95,0.95,-300,-300,2868,2868,2861,2861,12.2,12.2,11.8,11.8,9.07,9.07,7.87,7.87,119,119,247.3,247.3,1529,1529,1538,1538,0.168,0.168,0.449,0.449,0.145,0.145,0.802,0.802,1.291,0.805,0.877654620222112,41.7806770669902
ErMnO3,O,O,5,54.938049,54.938049,167.259,167.259,1.6,1.6,-300,-300,1.291,1.291,0.806,0.806,0.864,1.03,1.03,0.72,0.72,0.58,0.58,0.89,0.89,7.43402,7.43402,6.1077,6.1077,1.55,1.55,1.24,1.24,0.99,0.99,-300,-300,2868,2868,2061,2061,12.2,12.2,21.7,21.7,9.07,9.07,7.3,7.3,119,119,235,235,1529,1529,1246,1246,0.168,0.168,0.479,0.479,0.145,0.145,0.0782,0.0782,1.291,0.806,0.87721927566843,41.7602658741726
ErNiO3,O,O,5,58.6934,58.6934,167.259,167.259,1.75,1.75,-300,-300,1.291,1.291,0.786,0.786,0.844,1.03,1.03,0.7,0.7,0.56,0.56,0.89,0.89,7.6398,7.6398,6.1077,6.1077,1.91,1.91,1.24,1.24,0.96,0.96,-300,-300,2868,2868,2913,2913,12.2,12.2,13.4,13.4,9.07,9.07,8.9,8.9,119,119,290.3,290.3,1529,1529,1455,1455,0.168,0.168,0.445,0.445,0.145,0.145,0.907,0.907,1.291,0.786,0.886009047969717,42.1723162955156
